Title,Full_Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities,City,Address,Area(Sq.Feet),Area(In Sq.Feet),Price(Float)
"SOLD OUT : House For Sale In Tinthana, Kathmandu","['Bishnu Devi Village Colony', ' Tinthana', ' Kathmandu']",16000000,5,3,2.5,1,East,2076.0,12.6K,0-3-0-0 Aana,13.0,2000 Aana,3 years ago,"['Balcony', 'Fencing', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']", Kathmandu, Tinthana,1026.75,1026.75,16000000.0
"Flat System : House For Sale In Tikathali, Lalitpur","['Imadol', ' Tikathali', ' Lalitpur']",21500000,6,4,2.5,3,West,2076.0,30.7K,0-4-0-0 Aana,20.0,N/A Aana,3 years ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']", Lalitpur, Tikathali,1369.0,1369.0,21500000.0
"SOLD OUT: Urgent House Sale : House For Sale In Kapan, Kathmandu","['Kapan', ' Kapan', ' Kathmandu']",15000000,4,4,3.0,2,West,2014.0,2.3K,3.2 Aana,0.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Kapan,1197.875,1197.875,15000000.0
"Affordable Home At Jorpati : House For Sale In Jorpati, Kathmandu","['Beshigaun', ' Jorpati', ' Jorpati', ' Kathmandu']",23500000,0,0,3.0,0,North East,2050.0,1.2K,3 Aana,0.0,N/A Aana,3 years ago,[], Kathmandu, Jorpati,1026.75,1026.75,23500000.0
"SOLD OUT: Ravishing : House For Sale In Baluwatar, Kathmandu","['opposite of Nepal Rastra Bank', ' Baluwatar', ' Kathmandu']",60000000,5,5,2.5,1,South,,4.7K,0-6-0-0 Aana,13.0,N/A Aana,3 years ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Intercom', 'Internet', 'Parking', 'Store Room']", Kathmandu, Baluwatar,2053.5,2053.5,60000000.0
"Pasikot 12 Ana Home : House For Sale In Pasikot, Kathmandu","['Na', ' Pasikot', ' Kathmandu']",55000000,5,5,2.0,6,North,2069.0,828,12 Aana,22.0,N/A Aana,3 years ago,"['Garage', 'Lawn', 'Fencing', 'Garden', 'Water Well', 'Water Tank', 'Solar Water', 'Drainage']", Kathmandu, Pasikot,4107.0,4107.0,55000000.0
"Pasikot 21 Ana Home : House For Sale In Pasikot, Kathmandu","['Na', ' Pasikot', ' Kathmandu']",81000000,6,6,3.0,6,East,2072.0,1K,21 Aana,15.0,N/A Aana,3 years ago,"['Lawn', 'Garage', 'Balcony', 'Fencing', 'Garden', 'Store Room', 'Kids Playground', 'Maintenance', 'Parking', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank']", Kathmandu, Pasikot,7187.25,7187.25,81000000.0
"House For Sale In Thankot, Kathmandu","['Thankot', ' Thankot', ' Kathmandu']",13000000,6,2,3.0,1,West,2001.0,1.1K,0-3-0-0 Aana,23.0,0-2-2-0 Aana,3 years ago,"['Electricity Backup', 'Water Supply', 'Water Tank', 'Water Well', 'Balcony']", Kathmandu, Thankot,1026.75,1026.75,13000000.0
"Modern European Design : House For Sale In Naxal, Kathmandu","['Nearby Bhatbhateni', ' Naxal', ' Kathmandu']",65000000,6,5,2.0,1,East,,3.4K,0-12-0-0 Aana,12.0,N/A Aana,3 years ago,"['Garage', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Intercom', 'Internet', 'Kids Playground', 'Parking', 'Store Room']", Kathmandu, Naxal,4107.0,4107.0,65000000.0
"Dahal Niwas For Sale. : House For Sale In Gairigaun, Kathmandu","['104', ' Panchashil Galli', '', ' Gairigaun', ' Kathmandu']",80000000,16,10,4.0,2,South,2010.0,935,0-9-0-0 Aana,8.0,0-7-0-0 Aana,3 years ago,"['Air Condition', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Water Well', 'Water Tank', 'Parking', 'Intercom', 'Store Room', 'Drainage', 'Washing Machine', 'Microwave']", Kathmandu, Gairigaun,3080.25,3080.25,80000000.0
"Residential And Personal : House For Sale In Bafal, Kathmandu","['Gandakbasti', ' Bafal', ' Kathmandu']",31000000,7,3,3.0,1,South,2014.0,857,0-4-0-0 Aana,10.0,0-4-0-0 Aana,3 years ago,"['Garage', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Well', 'Water Tank', 'Parking', 'Electricity Backup', 'Internet']", Kathmandu, Bafal,1369.0,1369.0,31000000.0
"Prime Location House Is For Sale : House For Sale In Gwarko, Lalitpur","['Imadol', ' Gwarko', ' Lalitpur']",17500000,3,3,,1,North West,2016.0,3.2K,0-0-3 Aana,13.0,0-0-3 Aana,3 years ago,[], Lalitpur, Gwarko,256.6875,256.6875,17500000.0
"Dhapasi Bungalow : House For Sale In Dhapasi, Kathmandu","['Na', ' Dhapasi', ' Kathmandu']",65000000,5,6,3.0,3,South East,2076.0,697,8 Aana,22.0,4.5 Aana,3 years ago,"['Garage', 'Lawn', 'Balcony', 'Water Supply', 'Solar Water', 'Drainage', 'Water Tank', 'Maintenance', 'Security Staff', 'Store Room']", Kathmandu, Dhapasi,2738.0,2738.0,65000000.0
"Sold Out : House For Sale In Madhyapur Thimi, Bhaktapur","['Rose Village Balkot', ' Madhyapur Thimi', ' Bhaktapur']",35000000,3,4,,3,East,2072.0,1.9K,0-4-3-0 Aana,30.0,2500 Aana,3 years ago,"['Lawn', 'Garage', 'Balcony', 'Fencing']", Bhaktapur, Madhyapur Thimi,1625.6875,1625.6875,35000000.0
"SOLD OUT: Newly Constructed House : House For Sale In Tikathali, Lalitpur","['changathali', ' Tikathali', ' Lalitpur']",20000000,5,2,4.0,1,East,2076.0,1.6K,0-4-0-0 Sq. Feet,15.0,0-4-0-0 Sq. Feet,3 years ago,"['Water Tank', 'Parking']", Lalitpur, Tikathali,1369.0,1369.0,20000000.0
"HOUSE : House For Sale In Imadol, Lalitpur","['Ochu Height', ' Imadol', ' Lalitpur']",23500000,6,4,3.0,1,West,2072.0,11.8K,0-4-0-0 Aana,13.0,N/A Aana,3 years ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Internet', 'Parking', 'Store Room']", Lalitpur, Imadol,1369.0,1369.0,23500000.0
"Modern, Earthquake-Resistant House For Sale : House For Sale In Tikathali, Lalitpur","['Mahalaxmi', ' Tikathali', ' Lalitpur']",40000000,4,4,3.0,2,South,2006.0,2.4K,0-9-1-2 Aana,492.15,N/A Sq. Feet,3 years ago,"['Garage', 'Balcony', 'Microwave', 'Garden', 'Fencing', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Electricity Backup', 'Wifi']", Lalitpur, Tikathali,3208.59375,3208.59375,40000000.0
"BEAUTIFUL, CHARMING BUNGLOW IN BALUWATAR : House For Sale In Baluwatar, Kathmandu","['Subarna Marga', ' Baluwatar', ' Kathmandu']",115000000,5,3,,4,South,,1.4K,10 Aana,0.0,N/A Aana,3 years ago,"['Jacuzzi', 'Garage', 'Lawn', 'Balcony', 'Garden', 'Microwave', 'TV Cable', 'Water Supply', 'Solar Water', 'Wifi', 'Water Tank', 'Water Well', 'Internet', 'Security Staff', 'Parking', 'Store Room']", Kathmandu, Baluwatar,3422.5,3422.5,115000000.0
"Beautiful 4BHK Bungalow : House For Sale In Balkot, Bhaktapur","['Rose Village', ' Balkot', ' Bhaktapur']",39500000,4,3,3.0,2,South,2071.0,32.5K,0-5-0-2 Aana,28.0,2390.65 Aana,3 years ago,"['Lawn', 'Garage', 'Balcony', 'Fencing', 'Garden', 'Gym', 'Microwave', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Security Staff', 'Store Room']", Bhaktapur, Balkot,1754.03125,1754.03125,39500000.0
"SOLD OUT : House For Sale In Shantinagar, Kathmandu","['New Baneshwor', ' Shantinagar', ' Kathmandu']",43500000,7,3,3.0,1,West,,5.1K,0-7-3-0 Aana,13.0,N/A Aana,3 years ago,"['Fencing', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']", Kathmandu, Shantinagar,2652.4375,2652.4375,43500000.0
"Siddarth Colony Under Construction Home : House For Sale In Budhanilkantha, Kathmandu","['Na', ' Budhanilkantha', ' Kathmandu']",160000000,6,6,3.0,5,East,2076.0,986,21 Aana,20.0,N/A Aana,3 years ago,['Parking'], Kathmandu, Budhanilkantha,7187.25,7187.25,160000000.0
"Townplanning 13 Ana Bungalow : House For Sale In Samakhusi, Kathmandu","['Na', ' Samakhusi', ' Kathmandu']",85000000,5,6,3.0,4,East,2069.0,1.2K,13 Aana,20.0,N/A Aana,3 years ago,['Parking'], Kathmandu, Samakhusi,4449.25,4449.25,85000000.0
"Golfutar Home : House For Sale In Golfutar, Kathmandu","['Na', ' Golfutar', ' Kathmandu']",45000000,6,6,3.0,2,East,2075.0,819,6 Aana,15.0,N/A Aana,3 years ago,"['Garage', 'Parking', 'Drainage', 'Solar Water', 'Water Tank', 'Water Supply']", Kathmandu, Golfutar,2053.5,2053.5,45000000.0
"Samakhusi 11 Ana Flat Home : House For Sale In Samakhusi, Kathmandu","['Na', ' Samakhusi', ' Kathmandu']",61000000,12,8,4.0,4,East,2069.0,733,11 Aana,13.0,N/A Aana,3 years ago,"['Parking', 'Drainage', 'Solar Water', 'Water Tank']", Kathmandu, Samakhusi,3764.75,3764.75,61000000.0
"Mitrapark Bungalow : House For Sale In Chabahil, Kathmandu","['Na', ' Chabahil', ' Kathmandu']",49500000,5,5,3.0,2,East,2073.0,1.4K,4.5 Aana,14.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Chabahil,1796.8125,1796.8125,49500000.0
"Dhaneswor House For Sale : House For Sale In Baniyatar, Kathmandu","['Na', ' Baniyatar', ' Kathmandu']",24000000,6,6,3.0,1,North East,2076.0,889,3.5 Aana,15.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Baniyatar,1454.5625,1454.5625,24000000.0
"Basundhara Home : House For Sale In Basundhara, Kathmandu","['Na', ' Basundhara', ' Kathmandu']",60000000,7,7,3.0,4,South,2066.0,1K,10 ana Aana,15.0,N/A Aana,3 years ago,"['Garage', 'Parking']", Kathmandu, Basundhara,3422.5,3422.5,60000000.0
"Basundhara Semi Bungalow : House For Sale In Basundhara, Kathmandu","['Na', ' Basundhara', ' Kathmandu']",45000000,6,6,3.0,4,South West,2072.0,880,8 Anand Aana,20.0,N/A Aana,3 years ago,"['Garage', 'Parking']", Kathmandu, Basundhara,2738.0,2738.0,45000000.0
"Basundhara Beautiful Home : House For Sale In Basundhara, Kathmandu","['Na', ' Basundhara', ' Kathmandu']",22500000,5,5,3.0,1,East,2075.0,1.2K,2.5 Aana,14.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Basundhara,1112.3125,1112.3125,22500000.0
"Budhanilkantha 17 Ana Bungalow : House For Sale In Budhanilkantha, Kathmandu","['Na', ' Budhanilkantha', ' Kathmandu']",62000000,5,6,3.0,4,South West,2075.0,1.1K,17 Aana,14.0,N/A Aana,3 years ago,"['Garage', 'Lawn', 'Balcony', 'Modular Kitchen', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Parking']", Kathmandu, Budhanilkantha,5818.25,5818.25,62000000.0
"Dhapasi Exclusive Bungalow : House For Sale In Dhapasi, Kathmandu","['Na', ' Dhapasi', ' Kathmandu']",69000000,7,7,3.0,4,South East,,525,12 Aana,20.0,N/A Aana,3 years ago,"['Lawn', 'Garage', 'Water Supply', 'Solar Water', 'Drainage', 'Water Tank', 'Parking', 'Store Room']", Kathmandu, Dhapasi,4107.0,4107.0,69000000.0
"Golfutar 6 Ana Exclusive Bungalow : House For Sale In Golfutar, Kathmandu","['Na', ' Golfutar', ' Kathmandu']",45000000,6,7,3.0,2,East,2075.0,1K,6 Aana,15.0,2600 Aana,3 years ago,"['Garage', 'Parking', 'Water Supply', 'Solar Water', 'Drainage', 'Washing Machine', 'Water Tank']", Kathmandu, Golfutar,2053.5,2053.5,45000000.0
"VIP Semi-Bungalow On Sale In Akashedhara Height , 1 Km From Ringroad Sukhedhara : House For Sale In Sukedhara, Kathmandu","['Akashedhara Height', ' Sukedhara', ' Kathmandu']",42000000,8,7,4.0,4,South East,,1.9K,0-6-0-0 Aana,20.0,0-4-0-0 Aana,3 years ago,"['Lawn', 'Garage', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage']", Kathmandu, Sukedhara,2053.5,2053.5,42000000.0
"1.5 Storey : House For Sale In Imadol, Lalitpur","['Boje Pokhari', ' Imadol', ' Lalitpur']",13000000,2,1,1.35,1,North East,2076.0,5.5K,0-3-2-0 Aana,10.0,N/A Aana,3 years ago,[], Lalitpur, Imadol,1197.875,1197.875,13000000.0
"1.5 Storey House : House For Sale In Imadol, Lalitpur","['Boje Pokhari', ' Imadol', ' Lalitpur']",12700000,2,1,1.5,1,North,2076.0,1.5K,0-3-0-3 Aana,10.0,N/A Aana,3 years ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']", Lalitpur, Imadol,1090.921875,1090.921875,12700000.0
"1.5 Storey : House For Sale In Imadol, Lalitpur","['Nearby Green hill city', ' Imadol', ' Lalitpur']",11000000,2,1,1.5,1,West,2076.0,2.8K,0-2-2-0 Aana,16.0,N/A Aana,3 years ago,[], Lalitpur, Imadol,855.625,855.625,11000000.0
"HOUSE : House For Sale In Budhanilkantha, Kathmandu","['Akasedhara', ' Sagarmatha chwok', ' Budhanilkantha', ' Kathmandu']",19000000,8,4,3.0,1,North,2073.0,9.1K,0-3-2-0 Aana,10.0,2100 Aana,3 years ago,"['Balcony', 'Fencing', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking', 'Store Room']", Kathmandu, Budhanilkantha,1197.875,1197.875,19000000.0
"SOLD OUT: One And Half Storied : House For Sale In Tikathali, Lalitpur","['nearby Pawan prakriti school.', ' Tikathali', ' Lalitpur']",15000000,2,1,1.5,1,North East,2076.0,6K,0-4-0-2 Aana,16.0,N/A Aana,3 years ago,"['Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Tank', 'Water Well', 'Parking']", Lalitpur, Tikathali,1411.78125,1411.78125,15000000.0
"SOLD OUT: One And Half Storied : House For Sale In Tikathali, Lalitpur","['Panityanki', ' Tikathali', ' Lalitpur']",11000000,2,1,1.5,1,East,2076.0,3.4K,0-3-0-0 Aana,13.0,N/A Aana,3 years ago,"['Fencing', 'Drainage', 'Water Tank', 'Water Well', 'Parking']", Lalitpur, Tikathali,1026.75,1026.75,11000000.0
"Sundarbasti 4 Ana Home : House For Sale In Bhangal, Kathmandu","['Na', ' Bhangal', ' Kathmandu']",23000000,5,5,3.0,1,West,2073.0,951,4 Aana,13.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Bhangal,1369.0,1369.0,23000000.0
"Baluwatar Luxury Home : House For Sale In Baluwatar, Kathmandu","['Na', ' Baluwatar', ' Kathmandu']",60000000,5,6,4.0,4,East,2076.0,1K,5.5 Aana,13.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Baluwatar,2139.0625,2139.0625,60000000.0
"कान्तिपुर कोलोनीमा ( Lalitpur) नयाँ घर बिक्रिमा !! 192 Lakh (Negotiable ) : House For Sale In Nakhipot, Lalitpur","['Kantipur Colony', ' Nakhipot', ' Lalitpur']",22200000,4,5,,1,South West,2019.0,1.6K,0-3-1-0 Aana,0.0,N/A Aana,3 years ago,[], Lalitpur, Nakhipot,1112.3125,1112.3125,22200000.0
"Samakhusi Luxury Bungalow : House For Sale In Samakhusi, Kathmandu","['Na', ' Samakhusi', ' Kathmandu']",55000000,5,6,3.0,2,South,2073.0,775,7 Aana,14.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Samakhusi,2395.75,2395.75,55000000.0
"Basundhara House For Sale : House For Sale In Basundhara, Kathmandu","['Na', ' Basundhara', ' Kathmandu']",25500000,7,6,4.0,1,South West,2075.0,920,3.75 Aana,14.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Basundhara,7443.9375,7443.9375,25500000.0
"SOLD OUT:One And Half Storied : House For Sale In Imadol, Lalitpur","['Setipakha', ' Imadol', ' Lalitpur']",12000000,4,1,1.5,0,North East,,2.5K,0-5-1-0 Aana,4.0,N/A Aana,3 years ago,"['Fencing', 'TV Cable', 'Drainage', 'Water Supply', 'Water Well']", Lalitpur, Imadol,1796.8125,1796.8125,12000000.0
"House For Sale In Chakupat, Lalitpur","['dathulan road house', ' Chakupat', ' Lalitpur']",8700000,0,2,3.0,0,South,2060.0,2.1K,1 Aana,1.0,1 Aana,3 years ago,"['Wifi', 'TV Cable', 'Store Room']", Lalitpur, Chakupat,342.25,342.25,8700000.0
"House For Sale In Tikathali : House For Sale In Tikathali, Lalitpur","['Tikathali', ' Tikathali', ' Lalitpur']",130000,2,1,1.0,1,East,2019.0,2.2K,3 Aana,15.0,N/A Aana,3 years ago,"['Water Tank', 'Water Well', 'Parking']", Lalitpur, Tikathali,1026.75,1026.75,130000.0
"Fully Furnished House For Sale At Imadol, Sital Height : House For Sale In Imadol, Lalitpur","['imadol', ' Imadol', ' Lalitpur']",23500000,4,4,3.0,1,West,2016.0,1.5K,3.75 Aana,13.0,N/A Aana,3 years ago,"['Solar Water', 'Water Well', 'Water Tank', 'Internet', 'Microwave', 'Garden', 'Garage', 'Balcony', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Kids Playground']", Lalitpur, Imadol,7443.9375,7443.9375,23500000.0
"Sano Bharyang Brand New Home : House For Sale In Sano Bharyang, Kathmandu","['Na', ' Sano Bharyang', ' Kathmandu']",235000000,5,5,3.0,1,East,2076.0,1.7K,3 Aana,13.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Sano Bharyang,1026.75,1026.75,235000000.0
"Budhanilkantha Mandikatar : House For Sale In Mandikatar, Kathmandu","['Na', ' Mandikatar', ' Kathmandu']",27600000,7,6,3.0,1,East,2076.0,1.7K,4 Aana,13.0,N/A Aana,3 years ago,"['Garage', 'Store Room', 'Parking']", Kathmandu, Mandikatar,1369.0,1369.0,27600000.0
"Banasthali Dhungedhara Home : House For Sale In Dhungedhara, Kathmandu","['Na', ' Dhungedhara', ' Kathmandu']",24000000,5,5,3.0,1,East,2076.0,1.8K,3 Aana,14.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Dhungedhara,1026.75,1026.75,24000000.0
"Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Na', ' Budhanilkantha', ' Kathmandu']",70000000,6,7,3.0,10,East,2068.0,1.5K,22 Aana,15.0,N/A Aana,3 years ago,"['Parking', 'Garage']", Kathmandu, Budhanilkantha,7529.5,7529.5,70000000.0
"Siddarthcolony Home : House For Sale In Budhanilkantha, Kathmandu","['Na', ' Budhanilkantha', ' Kathmandu']",160000000,10,10,4.0,5,East,2076.0,810,21 Aana,20.0,N/A Aana,3 years ago,['Parking'], Kathmandu, Budhanilkantha,7187.25,7187.25,160000000.0
"Baluwatar Home : House For Sale In Baluwatar, Kathmandu","['Na', ' Baluwatar', ' Kathmandu']",42500000,6,6,3.0,0,South East,,2.3K,6 Aana,15.0,N/A Aana,3 years ago,"['Garage', 'Parking']", Kathmandu, Baluwatar,2053.5,2053.5,42500000.0
"Bhangal New Home : House For Sale In Budhanilkantha, Kathmandu","['Na', ' Budhanilkantha', ' Kathmandu']",18000000,5,5,3.0,1,North,2076.0,1.5K,3.1 Aana,13.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Budhanilkantha,1112.3125,1112.3125,18000000.0
"Chabahil Bageswori Homes : House For Sale In Chabahil, Kathmandu","['Na', ' Chabahil', ' Kathmandu']",500000000,5,5,3.0,2,East,2075.0,3.6K,4.5 Aana,15.0,N/A Aana,3 years ago,"['Balcony', 'Garage']", Kathmandu, Chabahil,1796.8125,1796.8125,500000000.0
"Hepali Height Breathtaking Bungalow : House For Sale In Budhanilkantha, Kathmandu","['Na', ' Budhanilkantha', ' Kathmandu']",145000000,5,6,3.0,4,East,2076.0,1.4K,20 Aana,18.0,N/A Aana,3 years ago,"['Garage', 'Lawn', 'Balcony', 'Garden', 'Store Room', 'Parking', 'Security Staff']", Kathmandu, Budhanilkantha,6845.0,6845.0,145000000.0
"Budhanilkantha Bhangal : House For Sale In Bhangal, Kathmandu","['Na', ' Bhangal', ' Kathmandu']",27500000,6,6,3.0,2,East,2076.0,717,4 Aana,14.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Bhangal,1369.0,1369.0,27500000.0
"HOUSE : House For Sale In Shantinagar, Kathmandu","['Prayag Marga-34', ' Shantinagar', ' Kathmandu']",33000000,5,3,2.5,1,West,,13.5K,0-5-0-0 Aana,15.0,N/A Aana,3 years ago,"['Balcony', 'Fencing', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Kids Playground', 'Parking', 'Store Room']", Kathmandu, Shantinagar,1711.25,1711.25,33000000.0
"House For Sale In Satdobato, Lalitpur","['Tutepani', ' Satdobato', ' Lalitpur']",3700000 Per Aana,5,4,3.0,9,South,,4.3K,1-5-2-0 Ropani,8.0,N/A Aana,3 years ago,"['Lawn', 'Garage', 'Balcony', 'Garden', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply']", Lalitpur, Satdobato,7358.375,7358.375,79550000.0
"SOLD OUT: Brand New : House For Sale In Imadol, Lalitpur","['Nayabasti', ' Imadol', ' Lalitpur']",21000000,4,5,2.5,1,South West,2076.0,5.4K,0-4-0-0 Aana,20.0,N/A Aana,3 years ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Parking', 'Store Room']", Lalitpur, Imadol,1369.0,1369.0,21000000.0
"SOLD OUT : House For Sale In Bhaisepati, Lalitpur","['Fulbari Marga', ' Bhaisepati', ' Lalitpur']",28500000,5,4,3.0,1,South East,2073.0,7.7K,0-4-3-1 Aana,13.0,2450 Aana,3 years ago,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']", Lalitpur, Bhaisepati,1647.078125,1647.078125,28500000.0
"Budhanilkantha Chapali Home For Sale : House For Sale In Chapali, Kathmandu","['Na', ' Chapali', ' Kathmandu']",42000000,7,6,3.0,3,East,2076.0,1.4K,8.5 Aana,13.0,N/A Aana,3 years ago,"['Garage', 'Solar Water', 'Water Supply', 'Water Well', 'Water Tank', 'Store Room']", Kathmandu, Chapali,3165.8125,3165.8125,42000000.0
"Imadol Ko 20 Feet Ko Batoko Ghar Bikrima : House For Sale In Imadol, Lalitpur","['imadol -4 lalitpur', ' Imadol', ' Lalitpur']",19000000,4,3,3.0,2,West,2076.0,1.7K,0-3-1-0 Aana,0.0,N/A Aana,3 years ago,[], Lalitpur, Imadol,1112.3125,1112.3125,19000000.0
"SOLD OUT : House For Sale In Gwarko, Lalitpur","['Gwarko Colony', ' Gwarko', ' Lalitpur']",21000000,3,2,2.5,1,South,,10.2K,0-3-0-1 Aana,13.0,N/A Aana,3 years ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Kids Playground', 'Parking', 'Security Staff', 'Store Room']", Lalitpur, Gwarko,1048.140625,1048.140625,21000000.0
"Basundhara Bungalow For Sale : House For Sale In Basundhara, Kathmandu","['Na', ' Basundhara', ' Kathmandu']",85000000,7,8,3.0,4,East,2067.0,2.4K,14 Aana,14.0,N/A Aana,3 years ago,"['Garage', 'Air Condition', 'Balcony', 'Garden', 'Modular Kitchen', 'Washing Machine', 'Drainage', 'Wifi', 'Solar Water', 'Water Supply', 'Water Tank', 'Water Well', 'Parking', 'Store Room']", Kathmandu, Basundhara,4791.5,4791.5,85000000.0
"2.5 Storey New : House For Sale In Gothatar, Kathmandu","['Buddhachwok', ' Gothatar', ' Kathmandu']",18500000,3,3,2.5,1,East,2075.0,14.8K,0-3-0-0 Aana,14.0,1026 Aana,3 years ago,"['Lawn', 'Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']", Kathmandu, Gothatar,1026.75,1026.75,18500000.0
"House On SALE!! : House For Sale In Kapan, Kathmandu","['Kapan height', ' Kapan', ' Kathmandu']",17000000,8,3,10.0,2,North,,1.4K,3.5 Aana,10.0,3 Aana,3 years ago,[], Kathmandu, Kapan,1454.5625,1454.5625,17000000.0
"Akasedharama Naya Ghar : House For Sale In Kapan, Kathmandu","['Na', ' Kapan', ' Kathmandu']",17000000,4,5,3.0,1,West,2076.0,2.4K,3 Aana,16.0,N/A Aana,3 years ago,['Garage'], Kathmandu, Kapan,1026.75,1026.75,17000000.0
