Title,Full_Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities,City,Address,Area(Sq.Feet),Area(In Sq.Feet),Price(Float)
"4 Anna Brand New House For Sale At Kapan Height : House For Sale In Kapan, Kathmandu","['Kapan Height', ' Kapan', ' Kathmandu']",26000000,4,3,2.0,2,North East,2076.0,177,0-4-0-0 Aana,14.0,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Internet', 'Kids Playground']", Kathmandu, Kapan,1369.0,1369.0,26000000.0
"Marvelous 9 Anna Bungalow For Sale At Golfutar, Hepali Height. : House For Sale In Golfutar, Kathmandu","['Golfutar', ' Hepali Height', ' Golfutar', ' Kathmandu']",47500000,5,4,2.0,3,South East,,1K,0-9-0-0 Aana,16.0,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']", Kathmandu, Golfutar,3080.25,3080.25,47500000.0
"3 BHK - Fully Furnished : Apartment For Sale In Balkumari, Lalitpur","['Westar Apartment', ' Balkumari', ' Lalitpur']",18000000,3,2,4.0,1,East,,9.3K,1259 Sq. Feet,0.0,1259 Sq. Feet,4 months ago,"['Lawn', 'Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking', 'Security Staff', 'Store Room', 'Jacuzzi']", Lalitpur, Balkumari,1259 Sq. Feet,1259.0,18000000.0
"3.5 Talle| Semi-Commercial House : House For Sale In Tarkeshwor, Kathmandu","['Manamaiju', ' Gongabu', ' Kathmandu', ' Tarkeshwor', ' Kathmandu']",28000000,0,0,,0,East,,140,4 Aana,12.0,4 Aana,4 months ago,"['Parking', 'Water Well', 'Water Tank', 'Water Supply', 'Drainage']", Kathmandu, Tarkeshwor,1369.0,1369.0,28000000.0
"New : House For Sale In Imadol, Lalitpur","['Sital height', ' Imadol', ' Lalitpur']",18500000,5,2,2.5,1,West,2076.0,597,0-3-2-0 Aana,13.0,2000 Aana,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']", Lalitpur, Imadol,1197.875,1197.875,18500000.0
"Modern House : House For Sale In Imadol, Lalitpur","['Tikathali', ' Buddha colony', ' Imadol', ' Lalitpur']",19500000,5,3,2.5,2,East,2076.0,2.3K,0-3-2-0 Aana,13.0,2000. Aana,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']", Lalitpur, Imadol,1197.875,1197.875,19500000.0
"Durbarmarg Office On Sale : Office Space For Sale In Durbar Marg, Kathmandu","['Durbarmarg', ' Durbar Marg', ' Kathmandu']",850000,0,1,,1,East,2005.0,791,500sqft Sq. Feet,82.025,500 Sq. Feet,4 months ago,"['Air Condition', 'Balcony', 'Lawn', 'Wifi', 'Water Supply', 'CCTV', 'Internet', 'Security Staff', 'Cafeteria', 'Drainage']", Kathmandu, Durbar Marg,500sqft Sq. Feet,500.0,850000.0
"Near Grandy : House For Sale In Tokha, Kathmandu","['Tokha', ' Kathmandu', ' Tokha', ' Kathmandu']",26300000,5,0,,1,East,,902,4 Aana,13.0,3-4 Aana,5 months ago,"['Parking', 'Water Tank', 'Drainage']", Kathmandu, Tokha,1369.0,1369.0,26300000.0
"Total 11 Room : House For Sale In Basundhara, Kathmandu","['Basundhara', ' Kathmandu', ' Basundhara', ' Kathmandu']",37000000,6,0,,1,East,2076.0,1.3K,4-5 Aana,13.0,4-5 Aana,5 months ago,"['Parking', 'Drainage', 'Water Tank']", Kathmandu, Basundhara,1796.8125,1796.8125,37000000.0
"Naya Ghar : House For Sale In Tokha, Kathmandu","['Suryadarsan Height', ' Tokha', ' Kathmandu', ' Tokha', ' Kathmandu']",16000000,4,3,,1,East,2076.0,998,3 Aana,12.0,3 Aana,5 months ago,"['Balcony', 'Water Tank', 'Water Supply', 'Drainage']", Kathmandu, Tokha,1026.75,1026.75,16000000.0
"House For Sale In Thaiba, ( Comfort Housing,) : House For Sale In Thaiba, Lalitpur","['Comfort Housing', ' Thaiba', ' Lalitpur']",20000000,3,2,3.0,1,South,2070.0,1.6K,3 Aana,20.0,N/A Aana,5 months ago,"['Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Security Staff', 'Jacuzzi']", Lalitpur, Thaiba,1026.75,1026.75,20000000.0
"Total 10 Room : House For Sale In Manamaiju, Kathmandu","['Gongabu', ' Manamaiju', ' Kathmandu']",17000000,0,0,,0,East,,794,3 Aana,12.0,3 Aana,5 months ago,"['Drainage', 'Water Supply', 'Parking']", Kathmandu, Manamaiju,1026.75,1026.75,17000000.0
"Road Ko Najik : House For Sale In Imadol, Lalitpur","['Imadol', ' Lalitpur', ' Imadol', ' Lalitpur']",19000000,0,0,,1,North East,2076.0,784,3-4 Aana,0.0,3-4 Aana,5 months ago,"['Parking', 'Water Tank', 'Drainage']", Lalitpur, Imadol,1369.0,1369.0,19000000.0
"1 Talle New House : House For Sale In Imadol, Lalitpur","['Imadol', ' Lalitpur', ' Imadol', ' Lalitpur']",11000000,2,1,1.0,1,East,,1.1K,2-3 Aana,13.0,2-3 Aana,5 months ago,"['Parking', 'Water Tank', 'Water Well', 'Drainage']", Lalitpur, Imadol,941.1875,941.1875,11000000.0
"Newly Built 🏠 House : House For Sale In Gongabu, Kathmandu","['Ganesthan', ' Gongabu', ' Kathmandu']",20000000,0,0,0.0,2,East,2076.0,934,3 Aana,14.0,3 Aana,6 months ago,"['Water Supply', 'Parking', 'Balcony']", Kathmandu, Gongabu,1026.75,1026.75,20000000.0
"5 Bhk 14 Anna Modern Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Buddha Colony', ' Budhanilkantha', ' Kathmandu']",67500000,4,4,2.0,2,East,,651,0-14-0-0 Aana,15.0,N/A Aana,6 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Well', 'Water Tank', 'Electricity Backup']", Kathmandu, Budhanilkantha,4791.5,4791.5,67500000.0
"5.5 Anna Luxury Brand New House For Sale At Pasikot, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Pasikot', ' Budhanilkantha', ' Kathmandu']",32500000,4,4,2.0,2,East,2076.0,2.8K,0-5.5-0-0 Aana,15.0,N/A Aana,6 months ago,"['Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Gym', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']", Kathmandu, Budhanilkantha,2139.0625,2139.0625,32500000.0
"Royal Neo Classical Bungalow For Sale At Golfutar, Budhanilkantha : House For Sale In Golfutar, Kathmandu","['SundarBasti', ' Golfutar', ' Kathmandu']",35000000,4,4,2.0,2,East,2073.0,775,0-7-0-0 Aana,15.0,N/A Aana,6 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Tank']", Kathmandu, Golfutar,2395.75,2395.75,35000000.0
"5 Bhk 4.2 Anna Modern Brand New Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['budhanilkantha', ' Budhanilkantha', ' Kathmandu']",31000000,4,4,2.0,1,East,2076.0,679,0-4.2-0-0 Aana,14.0,N/A Aana,6 months ago,"['Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Deck', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Well']", Kathmandu, Budhanilkantha,1540.125,1540.125,31000000.0
"Brand New House For Sale At Sukedhara In 18 Feet Road, Near Main Road : House For Sale In Sukedhara, Kathmandu","['Sukedhara', ' Sukedhara', ' Kathmandu']",32500000,4,4,2.0,1,East,2076.0,324,0-3.3-0-0 Aana,18.0,N/A Aana,6 months ago,"['Garage', 'Backyard', 'Frontyard', 'Fencing', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Tank']", Kathmandu, Sukedhara,1283.4375,1283.4375,32500000.0
"3.1 Anna New House For Sale At Mandikatar, 1 Km From Dhumbarahi Chowk. : House For Sale In Mandikatar, Kathmandu","['Mandikatar', ' Mandikatar', ' Kathmandu']",20000000,4,4,3.0,1,East,2074.0,1.3K,0-3.1-0-0 Aana,15.0,N/A Aana,6 months ago,"['Garage', 'Backyard', 'Fencing', 'Water Supply', 'Water Tank', 'Wifi']", Kathmandu, Mandikatar,1112.3125,1112.3125,20000000.0
"4.5 Anna Beautiful Brand New House For Sale At Sukedhara Inside Colony : House For Sale In Sukedhara, Kathmandu","['sukedhara', ' Sukedhara', ' Kathmandu']",35000000,2,3,,4,East,,239,0-4.5-0-0 Aana,15.0,N/A Aana,6 months ago,"['Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Wifi', 'Water Tank']", Kathmandu, Sukedhara,1796.8125,1796.8125,35000000.0
"4 Anna Modern Semi Bungalow For Sale At Golfutar 30 Feet Main Road. : House For Sale In Golfutar, Kathmandu","['Golfutar', ' Golfutar', ' Kathmandu']",32500000,4,3,3.0,1,East,,466,0-4-0-0 Aana,30.0,N/A Aana,6 months ago,"['Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Water Tank']", Kathmandu, Golfutar,1369.0,1369.0,32500000.0
"6 Anna Brand New Semi Bungalow At Rudreshwor In 33 Feet Road : House For Sale In Budhanilkantha, Kathmandu","['Rudreshwor', ' Budhanilkantha', ' Kathmandu']",35000000,4,4,3.0,2,East,2076.0,255,0-6-0-0 Aana,33.0,N/A Aana,6 months ago,"['Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Balcony', 'Wifi', 'Drainage', 'Water Supply', 'Electricity Backup']", Kathmandu, Budhanilkantha,2053.5,2053.5,35000000.0
"K Yo Ghar Tapaiko Lagi Ho? : House For Sale In Tokha, Kathmandu","['Tokha', ' Kathmandu', ' Tokha', ' Kathmandu']",26000000,0,0,3.0,1,East,2076.0,1.6K,4 Aana,12.0,3-4 Aana,6 months ago,"['Water Supply', 'Water Tank', 'Drainage', 'Solar Water', 'Parking', 'Garden']", Kathmandu, Tokha,1369.0,1369.0,26000000.0
"Just Built Semi - Commercial House : House For Sale In Baniyatar, Kathmandu","['Dhaneshwore', ' Baniyatar', ' Kathmandu']",26500000,0,0,3.0,1,South East,,252,4 Aana,14.0,3-4 Aana,6 months ago,"['Garden', 'Parking', 'Water Tank', 'Parking', 'Drainage', 'Drainage', 'Water Supply', 'Water Supply', 'Water Tank', 'Solar Water']", Kathmandu, Baniyatar,1369.0,1369.0,26500000.0
"1.5 Talle Ghar Near Grande Tower : House For Sale In Tokha, Kathmandu","['Tokha', ' Kathmandu', ' Tokha', ' Kathmandu']",13200000,4,2,0.0,1,East,2074.0,938,3-5 Sq. Feet,13.0,3-5 Sq. Feet,6 months ago,"['Water Supply', 'Drainage', 'Parking', 'Water Tank', 'Garden']", Kathmandu, Tokha,1454.5625,1454.5625,13200000.0
"Modern Bungalow : House For Sale In Kusunti, Lalitpur","['kusunti', ' Kusunti', ' Lalitpur']",38500000,4,4,3.0,3,North West,2019.0,34.5K,0-5-2-2 Aana,13.0,2200 Sq. Feet,6 months ago,"['Lawn', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Water Tank', 'Water Well']", Lalitpur, Kusunti,1925.15625,1925.15625,38500000.0
"House For Sale Satdobato Only Land Cost! : House For Sale In Satdobato, Lalitpur","['Khumaltar Height', ' Satdobato', ' Lalitpur']",70000000,3,3,2.0,4,East,2050.0,896,0-10-0-0 Aana,20.0,2000 Sq. Feet,7 months ago,[], Lalitpur, Satdobato,3422.5,3422.5,70000000.0
"House For Sale On Only Land Cost @ Shantinagar Kathmandu! : House For Sale In Shantinagar, Kathmandu","['Shantingar Gate', ' Shantinagar', ' Kathmandu']",70000000,4,3,3.0,4,East,2049.0,989,0-9-2-0 Aana,20.0,2500 Sq. Feet,7 months ago,[], Kathmandu, Shantinagar,3251.375,3251.375,70000000.0
"House Sale At Sanepa, Land Cost Only : House For Sale In Sanepa, Lalitpur","['Lower Sanepa', ' Sanepa', ' Lalitpur']",25000000,3,5,,1,East,,1.7K,0-4-0-0 Aana,20.0,2300 Sq. Feet,7 months ago,[], Lalitpur, Sanepa,1369.0,1369.0,25000000.0
"House For Sale In Imadol, Lalitpur","['Sanogaun', ' Imadol', ' Lalitpur']",13500000,3,9,3.0,0,North East,2076.0,1.5K,0-2-3-0 Aana,10.0,N/A Sq. Feet,7 months ago,"['Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']", Lalitpur, Imadol,941.1875,941.1875,13500000.0
"House For Sale At Civil Homes, Dhapakhel : House For Sale In Dhapakhel, Lalitpur","['Civil Homes', ' Dhapakhel', ' Lalitpur']",36000000,3,3,,2,East,2065.0,1.2K,0-6-2-0 Aana,20.0,2000 Sq. Feet,7 months ago,[], Lalitpur, Dhapakhel,2224.625,2224.625,36000000.0
"Flat System House For Sale At Ghattekulo Kathmandu. : House For Sale In Ghattekulo, Kathmandu","['Ghattekulo', ' Ghattekulo', ' Kathmandu']",100000000,8,9,4.0,4,South,2065.0,1.5K,0-13-2-0 Aana,13.0,4500 Sq. Feet,7 months ago,[], Kathmandu, Ghattekulo,4620.375,4620.375,100000000.0
"House For Sale At Only Land Cost @ Baneshwor! : House For Sale In Old Baneshwor, Kathmandu","['Bhimsengola', ' Old Baneshwor', ' Kathmandu']",60000000,6,3,,4,South,2050.0,1.7K,0-8-5-0 Aana,20.0,2500 Sq. Feet,7 months ago,[], Kathmandu, Old Baneshwor,3165.8125,3165.8125,60000000.0
"House For Sale At Hepali, Near Golfutar Kathmandu. : House For Sale In Budhanilkantha, Kathmandu","['Hepali Near Golfutar', ' Budhanilkantha', ' Kathmandu']",47500000,5,4,,2,East,2070.0,925,0-8-0-0 Aana,20.0,2500 Sq. Feet,7 months ago,[], Kathmandu, Budhanilkantha,2738.0,2738.0,47500000.0
"Urgent Sale A House In Grende Villa Housing, Dhapasi : House For Sale In Dhapasi, Kathmandu","['Grende Villa', ' Dhapasi', ' Kathmandu']",25000000,3,3,,1,South,,1.2K,0-4-0-0 Aana,20.0,2300 Sq. Feet,7 months ago,[], Kathmandu, Dhapasi,1369.0,1369.0,25000000.0
"House For Sale At Southern Heights Housing, Thaiba LLalitpur : House For Sale In Thaiba, Lalitpur","['Southern Heights Housing', ' Thaiba', ' Lalitpur']",35000000,5,4,,2,West,2069.0,477,0-6-0-0 Aana,20.0,2500 Sq. Feet,7 months ago,[], Lalitpur, Thaiba,2053.5,2053.5,35000000.0
"House For Sale At Chhauni Kathmandu : House For Sale In Chhauni, Kathmandu","['Museum Marga', ' Chhauni', ' Kathmandu']",46000000,5,4,,2,South West,2074.0,369,0-7-0-0 Aana,13.0,3000 Sq. Feet,7 months ago,"['Water Supply', 'Solar Water', 'Water Tank', 'Frontyard', 'Garage']", Kathmandu, Chhauni,2395.75,2395.75,46000000.0
"12 Anna Fully Furnished Bungalow For Sale At Dhumbarahi, Pragati Tole : House For Sale In Dhumbarahi, Kathmandu","['Pragati Tole', ' Dhumbarahi', ' Kathmandu']",70000000,5,7,2.0,3,East,,702,0-12-0-0 Aana,14.0,N/A Aana,7 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Wifi', 'Drainage', 'CCTV', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet']", Kathmandu, Dhumbarahi,4107.0,4107.0,70000000.0
"One Storied House For Sale Near Pashupati, Guheswori, Boudha : House For Sale In Chabahil, Kathmandu","['Guheshwori', ' Chabahil', ' Kathmandu']",18000000,2,1,1.0,0,South,,655,5-1 Aana,12.0,2.6 Aana,7 months ago,['Garden'], Kathmandu, Chabahil,1796.8125,1796.8125,18000000.0
"Tempting Brand New Modern Bungalow For Sale In Maharajgunj : House For Sale In Maharajgunj, Kathmandu","['Maharajgunj', ' Maharajgunj', ' Kathmandu']",62500000,5,6,2.0,5,East,2019.0,410,0-6.5-0-0 Aana,15.0,N/A Aana,7 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'CCTV', 'Water Supply', 'Electricity Backup', 'Internet']", Kathmandu, Maharajgunj,2481.3125,2481.3125,62500000.0
"8 Anna Modern House For Sale In Basundhara In Sherchan Colony Height : House For Sale In Dhapasi, Kathmandu","['Sherchan Colony', ' Dhapasi', ' Dhapasi', ' Kathmandu']",45000000,6,6,3.0,2,South West,,501,0-8-0-0 Aana,20.0,N/A Aana,7 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Well', 'Water Supply', 'Electricity Backup', 'Internet']", Kathmandu, Dhapasi,2738.0,2738.0,45000000.0
"Magnificent New Bungalow For Sale At Budhanilkantha, Kathmandu : House For Sale In Budhanilkantha, Kathmandu","['Park Village', ' Budhanilkantha', ' Kathmandu']",130000000,6,7,2.0,10,North,2017.0,1.5K,1-10-0-0 Aana,20.0,N/A Aana,7 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Gym', 'Garden', 'Frontyard', 'Modular Kitchen', 'Swimming Pool', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Electricity Backup', 'Water Supply', 'Internet', 'Kids Playground']", Kathmandu, Budhanilkantha,8898.5,8898.5,130000000.0
"Bungalow At Mid Baneshwor, 100 Meters From Venus Hospital : House For Sale In Mid Baneshwor, Kathmandu","['Mid Baneshwor Near Venus Hospital', ' Mid Baneshwor', ' Kathmandu']",120000000,4,5,2.0,2,South East,,926,0-12-0-2 Aana,20.0,N/A Aana,7 months ago,"['Garage', 'Air Condition', 'Balcony', 'Garden', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Wifi', 'Water Supply', 'Water Tank', 'Electricity Backup', 'Internet']", Kathmandu, Mid Baneshwor,4149.78125,4149.78125,120000000.0
"New Modern And Beautiful House : House For Sale In Thaiba, Lalitpur","['Wasa hiti', ' Thaiba', ' Lalitpur']",19000000,4,4,3.0,2,East,2075.0,608,0-4-0-1 Aana,13.0,2500 Sq. Feet,7 months ago,"['Lawn', 'Garage', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Water Well', 'Water Tank', 'Internet']", Lalitpur, Thaiba,1390.390625,1390.390625,19000000.0
"House For Sale In Newroad, Kathmandu","['New Road', ' Newroad', ' Kathmandu']",122500000,23,10,,0,West,,430,0-2-2-0 Aana,15.0,N/A Sq. Feet,7 months ago,[], Kathmandu, Newroad,855.625,855.625,122500000.0
"Office Space For Sale In Jamal, Kathmandu","['Kanti Path', ' Jamal', ' Kathmandu']",1200000,0,0,,0,North,,272,1850 Sq. Feet,40.0,N/A Sq. Feet,7 months ago,[], Kathmandu, Jamal,1850 Sq. Feet,1850.0,1200000.0
"PRIVATE HOME URGENTLY SELLING : House For Sale In Basbari, Kathmandu","['Basnsbari Road', ' Basbari', ' Kathmandu']",115000000,4,4,3.0,4,North East,2009.0,650,18 Aana,13.0,12 Aana,7 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Deck', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Microwave', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'CCTV', 'Electricity Backup', 'Internet', 'Security Staff']", Kathmandu, Basbari,6160.5,6160.5,115000000.0
"Bunglow On Sale At Dhungedhara Near Nursery Chowk : House For Sale In Dhungedhara, Kathmandu","['Nursery Chowk', ' Dhungedhara', ' Kathmandu']",140000000,7,4,,3,East,,1K,1-7-0-0 Aana,26.0,N/A Aana,7 months ago,"['Garden', 'Water Supply']", Kathmandu, Dhungedhara,7871.75,7871.75,140000000.0
"House For Sale In Anamnagar, Kathmandu","['manakamana colony', ' Anamnagar', ' Kathmandu']",33000000,5,4,4.0,1,East,2068.0,415,5 Aana,12.0,5 Aana,8 months ago,"['Balcony', 'Water Supply', 'Store Room', 'Backyard', 'Water Tank']", Kathmandu, Anamnagar,1711.25,1711.25,33000000.0
"House For Sale In Tathali, Kathmandu","['Tathali', ' Tathali', ' Kathmandu']",4600000,0,0,1.0,0,North,,402,3 Aana,13.0,N/A Sq. Feet,8 months ago,[], Kathmandu, Tathali,1026.75,1026.75,4600000.0
"House For Sale Siddhartha Colony : House For Sale In Budhanilkantha, Kathmandu","['Siddhartha Colony', ' Budhanilkantha', ' Kathmandu']",41000000,5,4,2.0,2,East,2073.0,2.2K,0-8-1-0 Aana,13.0,2500 Sq. Feet,8 months ago,[], Kathmandu, Budhanilkantha,2823.5625,2823.5625,41000000.0
"House For Sale In Kapan, Kathmandu","['Bhangal', ' Kapan', ' Kathmandu']",21500000,0,0,,0,North East,,195,0-3-1-0 Sq. Feet,16.0,N/A Sq. Feet,8 months ago,[], Kathmandu, Kapan,1112.3125,1112.3125,21500000.0
"House On Sale At Dhobighat : House For Sale In Dhobighat, Lalitpur","['Naya Bato', ' Dhobighat', ' Lalitpur']",80000000,5,5,,4,East,2069.0,544,0-9-0-0 Aana,20.0,N/A Aana,8 months ago,[], Lalitpur, Dhobighat,3080.25,3080.25,80000000.0
"House On Sale At Imadol : House For Sale In Baghdol, Lalitpur","['Test address', ' Baghdol', ' Lalitpur']",19500000,4,4,2.0,1,West,2076.0,470,0-3-2-3 Sq. Feet,20.0,710 Sq. Feet,8 months ago,"['Parking', 'Store Room', 'Frontyard', 'Parking', 'Balcony', 'Water Well', 'Water Tank', 'Store Room', 'Garden', 'Water Tank', 'Drainage', 'Garage', 'Frontyard', 'Modular Kitchen', 'Garden', 'Backyard', 'Water Well']", Lalitpur, Baghdol,1262.046875,1262.046875,19500000.0
"House On Sale At Nakkhu : House For Sale In Nakkhu, Lalitpur","['Nakkhu', ' Nakkhu', ' Lalitpur']",26500000,4,4,2.0,1,East,2075.0,227,0-4-0-0 Aana,16.0,820 Sq. Feet,8 months ago,"['Garage', 'Drainage', 'TV Cable', 'Balcony', 'Store Room', 'Water Well', 'Frontyard', 'Parking', 'Internet', 'Water Tank', 'Garden', 'Modular Kitchen']", Lalitpur, Nakkhu,1369.0,1369.0,26500000.0
"2.5 Stories Beautiful House In Dhobhighat : House For Sale In Dhobighat, Lalitpur","['Dhobighat', ' Dhobighat', ' Lalitpur']",29500000,5,3,,4,East,,315,4 Aana,0.0,N/A Aana,8 months ago,"['Balcony', 'Fencing', 'Garden', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Kids Playground']", Lalitpur, Dhobighat,1369.0,1369.0,29500000.0
"House For Sale InKhusibun, Naya Bazar, Kathmandu","['Nabazar Khusibun', ' Naya Bazar', ' Kathmandu']",40000000,3,4,3.0,1,East,2075.0,267,0-3-0-0 Aana,20.0,N/A Aana,8 months ago,[], Kathmandu, Naya Bazar,1026.75,1026.75,40000000.0
"House On Sale @ Very Low Price : House For Sale In Mulpani, Kathmandu","['Dumakhal', ' Mulpani', ' Kathmandu']",17500000,6,2,3.0,1,East,2007.0,433,11 Aana,20.0,4 Aana,8 months ago,"['Balcony', 'Backyard', 'TV Cable', 'Water Supply', 'Solar Water', 'Water Well']", Kathmandu, Mulpani,3764.75,3764.75,17500000.0
"2.5 Storey House On Sale At Ramkot : House For Sale In Ramkot, Kathmandu","['Dadapauwa', ' Ramkot', ' Kathmandu']",17500000,7,3,3.0,0,East,,299,3.2 Aana,0.0,N/A Aana,8 months ago,[], Kathmandu, Ramkot,1197.875,1197.875,17500000.0
"2.5 Storey House On Sale At Pachdhara Gairigau, Swoyambhu : House For Sale In Swayambhu, Kathmandu","['gairigaun', ' Swayambhu', ' Kathmandu']",27000000,0,0,,0,East,,466,9 Aana,0.0,N/A Aana,8 months ago,[], Kathmandu, Swayambhu,3080.25,3080.25,27000000.0
"Dhapasi House Sale : House For Sale In Dhapasi, Kathmandu","['Dhapasi', ' Dhapasi', ' Kathmandu']",70000000,3,4,2.0,4,North,,589,1-0-0-0 Aana,20.0,N/A Aana,9 months ago,[], Kathmandu, Dhapasi,5476.0,5476.0,70000000.0
"Budhanilkantha House Sale : House For Sale In Pasikot, Kathmandu","['Budhanilkantha', ' Pasikot', ' Kathmandu']",30000000,5,4,3.0,2,West,2075.0,462,0-4-0-0 Aana,20.0,N/A Aana,9 months ago,[], Kathmandu, Pasikot,1369.0,1369.0,30000000.0
"Apartment For Sale : Apartment For Sale In Jhamsikhel, Lalitpur","['Thadodhunga', ' Jhamsikhel', ' Lalitpur']",12000000,2,1,1.0,1,East,2016.0,914,700 Sq. Feet,20.0,N/A Aana,9 months ago,"['Washing Machine', 'Wifi', 'Microwave', 'Balcony', 'Gym', 'Garden', 'TV Cable', 'Swimming Pool', 'Drainage']", Lalitpur, Jhamsikhel,700 Sq. Feet,700.0,12000000.0
"2.5 Storey House On Sale At Sano Mandir , Gurjudhara : House For Sale In Gurujudhara, Kathmandu","['gurjudhara ', ' sano mandir', ' Gurujudhara', ' Kathmandu']",17000000,6,3,2.0,2,South East,,450,4.1 Aana,11.0,N/A Aana,9 months ago,[], Kathmandu, Gurujudhara,1454.5625,1454.5625,17000000.0
"Civil Homes House : House For Sale In Chandragiri, Kathmandu","['Civil Homes', ' Chandragiri', ' Kathmandu']",35000000,0,0,2.0,2,South East,,290,0-5-2-3 Aana,20.0,N/A Aana,9 months ago,"['Lawn', 'Balcony', 'Swimming Pool', 'Modular Kitchen']", Kathmandu, Chandragiri,1946.546875,1946.546875,35000000.0
