Title,Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities
"2 New Houses For Sale Near HAMS Hospital : House For Sale In Sunderbasti, Kathmandu","Golfutar Bhangal Sundarbasti, Sunderbasti, Kathmandu","NPR. 2,65,00,000 Onwards",6,5,3.0,2,East,2077.0,2.1K,4.5 Aana,12 Feet / Gravelled,2600 Sq. Feet,2 years ago,"['Drainage', 'Parking', 'Balcony', 'Fencing', 'Garden', 'Water Supply', 'Modular Kitchen', 'Solar Water']"
"House For Sale In Baneshwor, Kathmandu","Shantinagar, baneshwor, Baneshwor, Kathmandu","NPR. 4,75,00,000 Onwards",5,4,2.5,1,West,2068.0,26.1K,8 Aana,10 Feet / Gravelled,2600 Aana,2 years ago,"['Garage', 'Balcony', 'Fencing', 'TV Cable', 'Washing Machine', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Jacuzzi']"
"SOLD OUT: Residential Building : House For Sale In Nakhipot, Lalitpur","Shantichow, Nakhipot, Lalitpur","NPR. 5,75,00,000",6,5,3.0,3,West,2019.0,1.6K,0-8-3-3-1 Aana,20 Feet / Blacktopped,N/A Aana,2 years ago,"['Lawn', 'Air Condition', 'Balcony', 'Deck', 'Fencing', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking']"
"BANSBARI FLAT HOUSE : House For Sale In Bansbari, Kathmandu","NA, Bansbari, Kathmandu","NPR. 4,50,00,000 Onwards",6,5,3.0,2,North West,2068.0,763,8 Aana,16 Feet / Gravelled,2800 Sq. Feet,2 years ago,"['Drainage', 'Parking', 'Water Supply', 'Modular Kitchen', 'Solar Water', 'Water Tank']"
"GOLFUTAR SWEET BUNGALOW : House For Sale In Golfutar, Kathmandu","NA, Golfutar, Kathmandu","NPR. 10,00,00,000",6,6,3.0,4,East,2069.0,860,19 Aana,13 Feet / Blacktopped,4 Aana,2 years ago,"['Drainage', 'Garage', 'Parking', 'Fencing', 'Water Supply', 'Balcony', 'Washing Machine', 'Modular Kitchen', 'Solar Water', 'Water Tank']"
"SWEET BUNGALOW AT HEPALI : House For Sale In Golfutar, Kathmandu","NA, Golfutar, Kathmandu","NPR. 4,30,00,000 Onwards",4,4,3.0,1,South East,2072.0,1.7K,5.5 Aana,20 Feet / Blacktopped,N/A Aana,2 years ago,"['Drainage', 'Water Supply', 'Modular Kitchen', 'Microwave', 'Water Tank', 'Water Well']"
"21 Ana Villa At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","na, Budhanilkantha, Kathmandu","NPR. 10,00,00,000 Onwards",5,7,3.0,4,South,2067.0,2.1K,21 Aana,15 Feet / Blacktopped,3000 Sq. Feet,2 years ago,"['Drainage', 'Jacuzzi', 'Garage', 'Parking', 'Water Supply', 'Modular Kitchen', 'Microwave', 'Balcony', 'Lawn', 'Garden', 'Washing Machine', 'Solar Water', 'Water Tank']"
"SAMAKHUSI NEW 7 ANA HOUSE : House For Sale In Samakhusi, Kathmandu","NA, Samakhusi, Kathmandu","NPR. 5,50,00,000 Onwards",7,7,3.0,3,North,2077.0,1.1K,7 Aana,20 Feet / Blacktopped,N/A Aana,2 years ago,"['Garage', 'Parking', 'Water Supply']"
"SAMAKHUSI NEW HOUSE : House For Sale In Samakhusi, Kathmandu","NA, Samakhusi, Kathmandu","NPR. 3,20,00,000 Onwards",6,6,3.0,1,East,2077.0,5.6K,4 Aana,15 Feet / Blacktopped,N/A Aana,2 years ago,"['Drainage', 'Garage', 'Water Supply']"
"CHAPPALKARKHANA DREAM HOME : House For Sale In Chappal Karkhana, Kathmandu","NA, Chappal Karkhana, Kathmandu","NPR. 3,20,00,000 Onwards",4,5,3.0,1,South West,2077.0,3K,3 Aana,13 Feet / Blacktopped,N/A Aana,2 years ago,"['Drainage', 'Garage', 'Modular Kitchen', 'Water Supply', 'Water Tank', 'Water Well']"
"House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu","NPR. 5,10,00,000 Onwards",0,0,,4,South West,,758,13 Aana,15 Feet / Blacktopped,3000 Sq. Feet,2 years ago,"['Drainage', 'Balcony', 'Garage', 'Water Supply', 'Garden', 'Modular Kitchen', 'Washing Machine']"
"House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu","NPR. 6,00,00,000 Onwards",5,6,,0,South East,2070.0,680,11 Aana,13 Feet / Gravelled,3000 Sq. Feet,2 years ago,"['Lawn', 'Drainage', 'Balcony', 'Air Condition', 'Water Supply', 'Garden', 'Garage', 'Modular Kitchen', 'Washing Machine']"
"House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu","NPR. 6,75,00,000 Onwards",4,4,,0,South East,,1.2K,12 Aana,20 Feet / Blacktopped,3000 Sq. Feet,2 years ago,"['Lawn', 'Drainage', 'Garage', 'Balcony', 'Jacuzzi', 'Air Condition', 'Water Supply', 'Garden', 'Modular Kitchen', 'Microwave', 'Washing Machine', 'Water Tank', 'Water Well', 'Store Room']"
"House On Sale At Tahachal : House For Sale In Tahachal, Kathmandu","Tahachal, Tahachal, Kathmandu","NPR. 4,10,00,000 Onwards",0,0,,0,South,,1.1K,6.1 Aana,22 Feet / Blacktopped,N/A Aana,2 years ago,[]
"3 Storied Bungalow House On Sale At Chappal Karkhana : House For Sale In Maharajgunj, Kathmandu","Chappal Karkhana, Maharajgunj, Kathmandu","NPR. 3,20,00,000 Onwards",0,0,3.0,0,South,,1.3K,3.1 Aana,12 Feet,N/A Aana,2 years ago,['Parking']
"House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur","NPR. 1,85,00,000",5,4,3.0,1,West,2076.0,873,3 Aana,10 Feet / Gravelled,1800 Sq. Feet,2 years ago,"['Drainage', 'Parking', 'Fencing', 'Water Supply', 'Garage', 'Water Well', 'Water Tank']"
"House For Sell In Chundevi Maharajgunj : House For Sale In Maharajgunj, Kathmandu","97,Madhur marg, Maharajgunj, Kathmandu","NPR. 94,44,444 Per Aana",7,4,3.0,8,East,2000.0,973,0-18-0 Aana,12 Feet / Blacktopped,N/A Aana,2 years ago,"['Lawn', 'Drainage', 'Garden', 'Water Supply', 'Solar Water', 'TV Cable', 'Parking', 'Water Tank', 'Water Well', 'Store Room']"
"House For Sale In Kapan : House For Sale In Budhanilkantha, Kathmandu","Bhandari garment area, Kapan, Budhanilkantha, Kathmandu","NPR. 2,50,00,000 Onwards",7,5,2.0,0,North West,,819,0-4-2-0 Aana,12 Feet,213.6 Sq. Meter,2 years ago,"['Drainage', 'Parking', 'Fencing', 'Water Supply', 'Water Tank', 'Electricity Backup', 'Internet', 'Store Room', 'Garden']"
"2.5 Storied House On Sale At Pasikot : House For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Kathmandu","NPR. 3,20,00,000",4,5,,3,South,,1.2K,6 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Lawn', 'Parking']"
"House For Sale In Rupandehi Sainamaina(Murgiya) : House For Sale In Bhairahawa, Rupandehi","Sainamaina-Murgiya, Bhairahawa, Rupandehi","NPR. 70,00,000 Onwards",2,1,1.0,0,West,,1.5K,31.6 x 29 Sq. Feet,20 Feet,7.75 Dhur,2 years ago,[]
"Attractive : House For Sale In Baluwatar, Kathmandu","Baluwataar, Baluwatar, Kathmandu","NPR. 2,30,00,000 Onwards",4,2,3.0,1,East,2017.0,2.9K,"2,1 Aana",15 Feet,2.1 Aana,2 years ago,"['Drainage', 'Water Supply', 'Fencing', 'Wifi', 'Solar Water', 'Water Tank', 'Water Well', 'Modular Kitchen', 'Parking', 'Internet']"
"Attractive : House For Sale In Maitidevi, Kathmandu","maitidevi, Maitidevi, Kathmandu","NPR. 5,50,00,000 Onwards",4,2,,1,East,2017.0,1.9K,6 Aana,13 Feet,N/A Aana,2 years ago,"['Drainage', 'Parking', 'Garden', 'Water Supply', 'Fencing', 'Balcony', 'Modular Kitchen', 'Wifi', 'Solar Water', 'Water Tank', 'Internet', 'TV Cable']"
"Attractive Bungalow : House For Sale In Chhauni, Kathmandu","Ganesh mandir, Chhauni, Kathmandu","NPR. 2,70,00,000 Onwards",6,2,,1,East,2017.0,1.7K,3 Aana,13 Feet,3 Aana,2 years ago,"['Internet', 'Water Tank', 'Parking', 'Drainage', 'Balcony', 'Fencing', 'Water Supply']"
"SOLD OUT: Beautiful House : House For Sale In Thasikhel, Lalitpur","Savyatanagar, Thasikhel, Lalitpur","NPR. 3,50,00,000 Total price",0,0,2.0,0,South,,13.7K,0-6-2-0 Aana,13 Feet / Blacktopped,950 Aana,2 years ago,"['Lawn', 'Air Condition', 'Balcony', 'Microwave', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Parking', 'Store Room']"
"House On Saler : House For Sale In Bhimsengola, Baneshwor, Kathmandu","Bhimsengola, Bhimsengola, Baneshwor, Kathmandu","NPR. 15,00,00,000 onward",8,5,2.0,10,East,2000.0,1.1K,1-6-0-0 Sq. Feet,14 Feet / Blacktopped,1-0-0-0 Aana,2 years ago,"['Lawn', 'Garage', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Maintenance', 'Parking', 'Store Room']"
"Sold Out : House At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu","NPR. 4,50,00,000",5,6,3.0,3,East,2077.0,1K,0-6-0-0 Aana,26 Feet / Blacktopped,2800 Aana,2 years ago,"['Lawn', 'Garden', 'Modular Kitchen', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']"
"Beautiful House On Sale In Bhaisepati ( 240 Lakh - Negotiable ) : House For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur","NPR. 2,40,00,000 Onwards",4,4,,1,South East,,3.3K,0-3-3-3 Aana,15 Feet / Blacktopped,0-3-0-0 Aana,2 years ago,"['Lawn', 'Water Well', 'Solar Water', 'Balcony', 'Deck', 'Parking']"
"House For Sale In Balkumari : House For Sale In Balkumari, Lalitpur","Balkumari, Balkumari, Lalitpur","NPR. 4,70,00,000 Onwards",4,4,2.0,4,South,,1.4K,0-10-1-0 Aana,20 Feet,N/A Aana,2 years ago,"['Lawn', 'Drainage', 'Parking', 'Air Condition', 'Balcony', 'Water Supply', 'Garden', 'CCTV', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet', 'Store Room', 'Kids Playground']"
"SOLD OUT: 3 BHK Apartment Sale : House For Sale In Tokha, Kathmandu","Grandy Tower, Tokha, Kathmandu","NPR. 1,75,00,000 Total price",3,3,6.0,1,North East,,1.2K,1380 Sq. Feet,0 Feet,N/A Sq. Feet,2 years ago,"['Balcony', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']"
"House For Sale On 7 Anna At Rose Village Balkot ,Bhaktapur. : House For Sale In Balkot, Bhaktapur","Balkot, Balkot, Bhaktapur","NPR. 7,00,00,000 onward",5,9,2.0,4,East,,1.4K,0-7-0-0 Aana,14 Feet,3500 Sq. Feet,2 years ago,"['Lawn', 'Garage', 'Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Maintenance', 'Parking', 'Store Room']"
"House For Sale In Kalanki, Kathmandu","LRI Marga Kalanki, Kalanki, Kathmandu","NPR. 3,80,00,000",9,5,4.0,0,South East,2071.0,1.2K,3.5 Aana,26 Feet / Blacktopped,2700 Sq. Feet,2 years ago,[]
"SOLD OUT : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Lalitpur","NPR. 1,85,00,000 Total price",5,4,2.5,1,North East,2077.0,15.9K,0-3-0-0 Aana,12 Feet / Gravelled,1800 Aana,2 years ago,[]
"SOLD OUT : House For Sale In Kadaghari, Kathmandu","Nearby Suncity Apartment, Kadaghari, Kathmandu","NPR. 1,90,00,000 Total price",6,3,3.5,1,South,2077.0,29.5K,0-3-0-1 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Balcony', 'Fencing', 'Drainage', 'Water Well', 'Parking', 'Store Room']"
"Swayambhu, Nagarjun Na.Pa. -2 : House For Sale In Swayambhu, Kathmandu","Nagarjun Na. Pa. - 2, Swayambhu, Swayambhu, Kathmandu","NPR. 3,50,00,000",9,4,3.0,10,East,,1.8K,7 Aana,0 Feet,N/A Aana,2 years ago,"['Garage', 'Parking', 'Balcony', 'Fencing', 'Water Supply', 'Water Well', 'Solar Water', 'Water Tank', 'Store Room']"
"House In Sale At Koteshwor : House For Sale In Koteshwor, Kathmandu","Narefat, Koteshwor, Kathmandu","NPR. 3,30,00,000 Onwards",0,3,3.0,1,East,2015.0,1.5K,0-2-2-3 Aana,10 Feet / Blacktopped,0-2-2-3 Aana,2 years ago,"['Drainage', 'Parking', 'Water Supply']"
"SOLD OUT: House On Sale At Tusal : House For Sale In Chabahil, Kathmandu","Inside laurae tole... Opposite of Hyatt Hotel..., Chabahil, Kathmandu","NPR. 5,75,00,000",0,0,4.0,0,East,,696,9 Aana,0 Feet,N/A Aana,2 years ago,['Parking']
"Beautiful Home In Amazing Location : House For Sale In Sitapaila, Kathmandu","Thapa Chok, Sitapaila, Kathmandu","NPR. 3,00,00,000 Onwards",6,4,2.0,1,North West,,1.1K,4 Aana,11 Feet,2.5 Aana,2 years ago,"['Balcony', 'Modular Kitchen', 'Parking', 'Fencing']"
"House For Sale In Hattigauda, Kathmandu","new colony, ganesh chowk, Hattigauda, Kathmandu","NPR. 2,70,00,000 Onwards",3,4,2.0,1,East,,3.7K,3.5 Aana,14 Feet,3.5 Aana,2 years ago,"['Parking', 'Balcony', 'Water Supply', 'Store Room']"
"House For Sale In Chabahil, Kathmandu","Baudja commercial house sale, Chabahil, Kathmandu","NPR. 13,00,00,000 N/A",20,0,4.0,0,North,2059.0,1K,0-14-0-0 Aana,30 Feet / Blacktopped,N/A Sq. Feet,2 years ago,"['Parking', 'CCTV', 'Wifi']"
"House For Sale In Pepsicola, Kathmandu","Suncity Apartment, Pepsicola, Kathmandu","NPR. 2,15,00,000 Onward",6,6,2.5,1,East,,1.7K,0-3-1-0 Aana,13 Feet / Blacktopped,N/A Aana,2 years ago,"['Garage', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking']"
"House And Land : House For Sale In Suryabinayak, Bhaktapur","Sundarbasti, Suryabinayak, Bhaktapur","NPR. 2,00,00,000",0,0,,0,North,,1.4K,6 Aana,20 Feet / Paved,2.3 Aana,2 years ago,[]
"House For Sale In Manbhawan Jawalakhel, Lalitpur : House For Sale In Jawalakhel, Lalitpur","ललितपुर महानगरपालिका वडा नम्बर ५, कैलाश बस्ती, मानभवन,, Jawalakhel, Lalitpur","NPR. 3,98,00,000",6,5,3.0,1,South East,2017.0,2.9K,0-3-0-2 Aana,14 Feet / Blacktopped,1855.58 Sq. Feet,2 years ago,"['Parking', 'Drainage', 'Balcony', 'Fencing', 'Water Supply', 'Wifi', 'Solar Water', 'Water Well', 'Water Tank', 'Internet']"
"SOLD OUT: New Built : House For Sale In Kadaghari, Kathmandu","Suncity Apartment, Kadaghari, Kathmandu","NPR. 2,10,00,000",6,4,2.5,2,West,2077.0,11.8K,0-3-1-0 Aana,13 Feet / Blacktopped,2000 Aana,2 years ago,"['Drainage', 'Water Supply', 'Water Well', 'Parking']"
"House In Sitapaila For Sale : House For Sale In Sitapaila, Kathmandu","Madole, Sitapaila, Kathmandu","NPR. 2,90,00,000 Onwards",6,4,3.0,4,East,,1.2K,0-6-0-0 Aana,10 Feet,2200 Sq. Feet,2 years ago,"['Parking', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Well', 'Water Tank', 'Internet']"
"House For Sale In Harisiddhi, Lalitpur","Harissidi, Harisiddhi, Lalitpur","NPR. 2,00,00,000",5,3,2.0,1,East,2076.0,1.6K,3.5 Aana,0 Feet / Soil Stabilized,N/A Sq. Feet,2 years ago,"['Solar Water', 'Water Well', 'Water Tank', 'Balcony', 'Parking', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Wifi']"
"SOLD OUT: 3.5 Storey House On Sale In Lubhu, Lalitpur : House For Sale In Lubhu, Lalitpur","Dadathok, Lubhu, Lalitpur, Lubhu, Lalitpur","NPR. 1,70,00,000",5,5,4.0,0,East,2013.0,2K,0-3-2-1 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Balcony', 'Water Supply', 'Solar Water', 'Water Well']"
"SOLD OUT : House For Sale In Kapan, Kathmandu","Kapan, Paiyatar, Kathmandu, Kapan, Kathmandu","NPR. 2,65,00,000",11,4,3.0,2,East,2077.0,23.9K,0-4-1-0 Aana,13 Feet / Blacktopped,2600 Aana,2 years ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking']"
"LAND FOR SALE IN BALUWATAR, KATHMANDU : House For Sale In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu","NPR. 79,00,000 Per Aana",2,4,,4,East,2010.0,1.5K,0-15-2-0 Aana,14 Feet / Blacktopped,3000 Aana,2 years ago,"['Lawn', 'Garage', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']"
"House For Sale In Pepsicola, Kathmandu","Townplanning, Pepsicola, Kathmandu","NPR. 1,25,00,000",4,2,2.0,1,East,,1.9K,0-2-2-0 Aana,10 Feet / Gravelled,N/A Aana,2 years ago,"['Lawn', 'Garage', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking']"
"1.5 Storied : House For Sale In Gokarneshwor, Kathmandu","Bhairab Chaur, Gokarneshwor, Kathmandu","NPR. 1,05,00,000 Total price",2,2,1.5,1,South East,2075.0,17.3K,0-3-1-0 Aana,12 Feet / Gravelled,N/A Aana,2 years ago,"['Drainage', 'Water Supply', 'Kids Playground', 'Parking', 'Store Room']"
"SOLD OUT : House For Sale In Kirtipur, Kathmandu","kirtipur, Kirtipur, Kathmandu","NPR. 95,00,000",0,0,2.0,0,West,2075.0,1.5K,1.5 Aana,12 Feet / Gravelled,N/A Aana,2 years ago,[]
"House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu","NPR. 2,60,00,000 N/A",0,0,,0,East,2076.0,769,4 Aana,12 Feet / Paved,N/A Sq. Feet,2 years ago,['Parking']
"House For Sale In Sukedhara, Kathmandu","New colony, Sukedhara, Kathmandu","NPR. 4,25,00,000",0,0,,0,West,,663,4.75 Aana,13 Feet / Gravelled,2800 Aana,2 years ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']"
"House On Sale At Gyaneshwor, Kathmandu : House For Sale In Gyaneshwor, Kathmandu","Gyaneshwor Chowk, Gyaneshwor, Kathmandu","NPR. 5,60,00,000",6,5,3.0,2,South,2073.0,3.6K,0-6-2-0 Aana,15 Feet / Blacktopped,N/A Aana,2 years ago,"['Garage', 'Parking', 'TV Cable', 'Internet', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'Washing Machine']"
"SOLD OUT: New House Near (1KM) Gwarko Height : House For Sale In Mahalaxmi Nagarpalika, Lalitpur","Mahalaxmi nagarpalika pachhadi ko road najik, Mahalaxmi Nagarpalika, Lalitpur","NPR. 2,15,00,000 Onwards",2,4,3.0,1,North,2020.0,1.1K,0-3-3-0 Aana,12 Feet / Gravelled,0-3-3-0 Aana,2 years ago,"['Water Tank', 'Water Well']"
"House For Sale In Kadaghari, Kathmandu","Kageshwori Manohara ward no 09, Kadaghari, Kathmandu","NPR. 1,70,00,000",5,3,3.0,1,West,2073.0,2.2K,0-2-2-0.19 Aana,13 Feet / Blacktopped,1638 Sq. Feet,2 years ago,"['Drainage', 'Parking', 'Water Supply', 'TV Cable', 'Water Tank', 'Water Well', 'Store Room']"
"House For Sale In Koteshwor, Kathmandu","Nearby Mahadev Mandir, Koteshwor, Kathmandu","NPR. 1,80,00,000 Total price",6,3,2.0,1,West,,2.6K,0-3-0-0 Aana,13 Feet / Blacktopped,N/A Aana,2 years ago,"['Drainage', 'Parking']"
"Attractive House On Sale. : House For Sale In Tarkeshwor, Kathmandu","Lolang, Tarkeshwor, Kathmandu",NPR. 180 Onwards,4,3,3.0,1,South,2017.0,1.8K,3.5 Aana,26 Feet / Blacktopped,3.5 Aana,2 years ago,"['Lawn', 'Drainage', 'Parking', 'Water Supply', 'Fencing', 'Balcony', 'Wifi', 'Solar Water', 'Water Tank', 'TV Cable']"
"House : House For Sale In Jorpati, Kathmandu","Jorpati, Nepal Medical College (NMC), Jorpati, Kathmandu","NPR. 2,50,00,000 Onwards",7,4,,1,North,,1.1K,0-0-4- Aana,14 Feet,0-0-4-0 Aana,2 years ago,"['Drainage', 'Lawn', 'Garage', 'Parking', 'Balcony', 'Jacuzzi', 'Deck', 'Fencing', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Tank', 'Electricity Backup', 'Kids Playground', 'Maintenance']"
"Cottage Built In 10 Ropanis For Sale In Lamatar : House For Sale In Lamatar, Lalitpur","Lamatar, Lamatar, Lalitpur","NPR. 23,00,00,001 Onwards",9,5,2.0,11,East,2015.0,3.9K,10-1-0-0 Aana,14 Feet / Paved,2000 Sq. Feet,2 years ago,"['Kids Playground', 'Internet', 'Maintenance', 'Water Tank', 'Water Well', 'Solar Water', 'Wifi', 'Gym', 'Modular Kitchen', 'Garden', 'TV Cable', 'Water Supply', 'Fencing', 'Deck', 'Balcony', 'Parking', 'Garage', 'Drainage', 'Lawn']"
"House For Sale In Mahalaxmisthan, Lalitpur","Imadol, Mahalaxmisthan, Lalitpur","NPR. 1,25,00,000 Onwards",2,1,1.0,0,South,2074.0,1.1K,0-3-0 Aana,15 Feet / Gravelled,765 Sq. Feet,2 years ago,"['Parking', 'TV Cable', 'Water Tank', 'Water Well']"
"House For Sale In Tillotama-2, Rupandehi : House For Sale In Butwal, Butwal","Janakinagar, Nepathya College (RR Path), Butwal, Butwal","NPR. 3,90,00,000 Onwards",8,7,4.0,8,North,,1.2K,15 Dhur,20 Feet,8 Dhur,2 years ago,"['Parking', 'Balcony', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Internet', 'Wifi', 'Garden', 'Water Tank']"
"Land And 2 House For Sale : House For Sale In Baidam, Pokhara","28 - Barahi Path, Baidam, Pokhara","NPR. 2,00,00,000 Per Aana",14,8,4.0,1,South,2014.0,900,8 Aana,18 Feet / Blacktopped,2100 Sq. Feet,2 years ago,"['Water Supply', 'Fencing', 'Balcony', 'Drainage']"
"House Sale In Pasikot : House For Sale In Pasikot, Kathmandu","Pasikot, Pasikot, Kathmandu","NPR. 2,80,00,000 Onwards",8,3,3.0,4,East,2017.0,632,0-5-1-0 Aana,14 Feet,0-4-5-0 Aana,2 years ago,"['Internet', 'Water Well', 'Water Tank', 'Modular Kitchen', 'TV Cable', 'Garden', 'Parking', 'Garage', 'Drainage', 'Lawn']"
"House For Sale In Duwakot, Bhaktapur","Duwakot-NEC, Duwakot, Bhaktapur","NPR. 1,45,00,000",6,3,3.0,3,North,2073.0,1K,04 Aana,10 Feet / Gravelled,700 Sq. Feet,2 years ago,"['Parking', 'Balcony', 'Garden', 'Water Supply', 'TV Cable', 'Wifi', 'Water Tank', 'Internet']"
"भक्तपुरमा भुकम्प प्रतिरोधात्मक घर तुरुन्त बिक्रीमा। : House For Sale In Bhaktapur, Bhaktapur","Suryavinayak,Bhaktapur, Bhaktapur, Bhaktapur","NPR. 80,00,000 Onwards",3,1,1.0,1,East,2019.0,1.9K,4 Aana,8 Feet,N/A Aana,2 years ago,"['Parking', 'Water Supply', 'Wifi', 'Balcony', 'TV Cable', 'Water Tank', 'Garden']"
"House Sale In Mahadevtar,Kathmandu : House For Sale In Kavresthali, Kathmandu","Mahadevtar, Kavresthali, Kathmandu","NPR. 2,40,00,000 Onwards",5,3,2.0,4,East,2016.0,807,0-4-1-0 Aana,13 Feet / Blacktopped,0-3-5-0 Aana,2 years ago,"['Internet', 'Water Tank', 'Water Well', 'Solar Water', 'TV Cable', 'Modular Kitchen', 'Water Supply', 'Parking', 'Garage', 'Drainage']"
"SOLD OUT : House For Sale In Imadol, Lalitpur","Inside Cozy Homes, Imadol, Lalitpur","NPR. 2,50,00,000 Total price",5,3,2.5,1,South West,2077.0,727,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Fencing', 'Drainage', 'Water Supply', 'Parking']"
"SOLD OUT: Modern House : House For Sale In Imadol, Lalitpur","Krishna Mandir, Imadol, Lalitpur","NPR. 2,87,00,000 Total price",5,4,2.5,1,East,2076.0,3.1K,0-3-2-0 Aana,13 Feet / Blacktopped,N/A Aana,2 years ago,[]
"SOLD OUT : House For Sale In Imadol, Lalitpur","Bhadrakali Petrol Pump, Imadol, Lalitpur","NPR. 2,20,00,000 Total price",5,3,2.5,1,East,2077.0,969,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Water Supply', 'Water Well', 'Parking']"
"One And Half Storied : House For Sale In Tikathali, Lalitpur","PaniTyanki, Tikathali, Lalitpur","NPR. 1,12,00,000 Total price",2,1,1.5,1,East,2076.0,1.6K,0-2-3-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']"
"One And Half Storied : House For Sale In Imadol, Lalitpur","Nearby Buddha Party Palace, Imadol, Lalitpur","NPR. 1,15,00,000 Total price",2,1,1.5,1,West,2076.0,794,0-2-3-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Water Supply', 'Water Well', 'Parking']"
"SOLD OUT : House For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur","NPR. 2,20,00,000 Total price",4,3,2.5,1,North East,2076.0,11.9K,0-3-2-0 Aana,13 Feet / Blacktopped,2148 Aana,2 years ago,"['Fencing', 'Drainage', 'Water Supply', 'Parking']"
"Brand New House For Sale At Hattiban Housing, Lalitpur : House For Sale In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur","NPR. 4,60,00,000 Onwards",5,4,2.0,4,East,2020.0,3.2K,0-5-0-0 Aana,14 Feet / Blacktopped,2000 Sq. Feet,2 years ago,"['Internet', 'Maintenance', 'Water Tank', 'Water Well', 'Solar Water', 'Wifi', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Garden', 'Parking', 'Garage', 'Drainage', 'Balcony', 'Lawn']"
"SOLD OUT : House For Sale In Imadol, Lalitpur","Opposite of Green Hill City, Imadol, Lalitpur","NPR. 1,35,00,000 Total price",2,1,1.5,1,West,2077.0,2.2K,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,2 years ago,"['Drainage', 'Water Supply', 'Parking']"
"Beautiful House In Urgent Sale : House For Sale In Kalanki, Kathmandu","nagarjuna -09, suichatar, in between gantabya driving centre and amar jyoti school, Kalanki, Kathmandu","NPR. 2,50,00,000 Onwards",7,4,,1,South,,1.4K,4 Aana,13 Feet,2131 Sq. Feet,2 years ago,"['Lawn', 'Drainage', 'Balcony', 'Fencing', 'Water Supply', 'Modular Kitchen', 'Parking', 'Garden']"
